L1 Hawaiian_Text,Reference_Translation
"He umikumamalua kaha-ku o Olomana, ma ke kua, ke ku pololei a kaha mai ke poo mai a na wawae. Penei nae ke ano, akolu kapuai ma ke kaha hookahi, ua like me kanakolukumamaono na kaha he umikumamalua. Ke hoonui ia (eono anana ia). Ia Palila i hiki ai i ka pali o Nuuanu, hoomoe aku la ia i kana laau palau, a holo aku la a hiki i Kaelepulu kahi o Olomana e ku ana. Ma keia holo ana o ka laau, paa aku la o Palila mahope o ka welau, a hookahi ka lele ana i luna, a ku ana o Palila i ka poohiwi o Olomana, a ike o Olomana, ninau ae la ia Palila: “Nohea oe e nei keiki hookano, no ka mea, aohe o’u mea nana i hehi, a ia oe iho nei hehi ia.” I aku o Palila: “No ka heiau kapu wau, no Alanapo i Humuula, Kauai, o Palila ko’u inoa, he koa.” A lohe o Olomana, makau iho la ia Palila, a nonoi aku la ia Palila e ola. Hoole mai o Palila: “Aole oe e ola ia’u.” Ia wa, papai o Palila ia Olomana, a lele ae la kekahi aoao a kaawale, oia o Mahinui, o kekahi aoao, oia o Olomana puu e ku nei a hiki i keia la.","Olomana was twelve yards, or six fathoms in height, if standing and measured from the head to the feet. When Palila arrived at the top of the Nuuanu cliff he laid down his club and sped on till he reached Kaelepulu, the place where Olomana was standing. In this flight of the club, Palila seized hold of the end and was carried by it until he lit on the shoulder of Olomana, whereupon Olomana asked Palila: “Where are you from, you most conceited boy? for my shoulder has never been stepped on by anybody, and here you have gone and done it.” Palila replied: “I am from the kapued temple; from Alanapo in Humuula, Kauai. My name is Palila and I am a soldier.” When Olomana heard this he was sore afraid and begged of Palila that he be saved. Palila, however, refused , saying: “You shall not live.” Palila then slapped him cutting away one half, being that mountain which is Mahinui and leaving one half, the hill of Olomana, which stands at the same place to this day."
"Pela i make ai o Olomana ia Palila, a pela i puni ai o Oahu nei ia Ahuapau, ka makuahunowai o Palila.","This was the way Olomana was killed by Palila, and in this way Ahuapau, the father-in-law of Palila, came in possession of the whole of Oahu."
"A hiki o Palila ma Kaawalii, i Hilo, Hawaii, noho iho la. Ia wa, e kaua ana o Kulukulua ke ’lii o Hilo me Wanua, ke ’lii o Hamakua, kokoke e pio o Kulukulua ia Wanua. No ka mea, ekolu koa kaulana o Wanua i ke koa a me ka ikaika, o Moanonuikalehua, o Kumuonuiaiake, o Puupuukaamai. I ko lakou hui ana me Palila, hookahi no laau a Palila, nei ka honua, nakolo i ka lepo, pau i ka make, a me ka luku ia e Palila, i ka aina o Kukaiau ma Hamakua, pela i lanakila ai. [ ]","When Palila arrived at Kaawalii, in Hilo, Hawaii, he made it his home and lived there for some time. At the time of his arrival a battle was being fought between Kulukulua the king of Hilo and Wanua the king of Hamakua; and Kulukulua was about to be beaten by Wanua, for Wanua had three famous warriors with him who were noted for their great strength; they were Moanonuikalehua, Kumuonuiaiake and Puupuukaamai. When they came together, Palila swung his club but once so strong that the earth shook to its very foundation and the club was buried deep into the ground and all three were killed. He after this began the slaughter of the men and went as far as Kukaiau in Hamakua, making the victory complete. [ ]"
"Kaao no Piimaiwaa. Piimaiwaa, he Koa Kaulana.—Holo i Maui.—Kawalakii ke kii Kiai o Kauiki.—Pii Piimaiwaa i ka Puu, Lawe Pio i ke Kii a Lanakila Maluna o Maui.—Imaikalani, ke Koa Makapo.—Pai o Omaokamao me Koi i ka ’Lii Makapo.—Loaa ia Omaokamao ke Kumu o ko Imaikalani Ikaika a Pepehi Iaia.","Story of Piimaiwaa. Piimaiwaa, a Famous Warrior.—Sails for Maui.—Kawalakii Image Guard of Kauiki.—Piimaiwaa Climbs the Hill, Overthrows the Image and Is Victor Over Maui’s Forces.—Of Imaikalani the Blind Warrior.—Omaokamao and Koi Engage the Sightless Chief.—Omaokamao Learns the Source of Imaikalani’s Strength and Slays Him."
"He koa kaulana ia no Keawenuiaumi, i ka ikaika a me ke koa, a he koa kaulana a hiki i keia la, ma Hawaii, a me Maui, kahi ana i hoouka kaua ai. Ia Kihapiilani i manawa ino ai mai Maui aku a Hawaii, i kona kaikoeke ia Keawenuiaumi, ke kane a kona kaikuahine a Piikea.","Piimaiwaa was one of the most famous of the warriors of Keawenuiaumi, not only in strength but as a fearless man also, and his fame has come down to the present generation and he is remembered by the people of Hawaii and Maui, where he fought his battles."
"O ke kumu o keia kaua ana, o ka miko ana o na maka o Kihapiilani i ke kai paakai a kona kaikuaana, ke ’lii ia ia o Maui. A hiki o Kihapiilani i Hawaii, ninau mai o Keawenuiaumi: “Heaha kau huakai?” “He makaia no’u. Ua kapi ia kuu maka e kuu kaikuaana i ke kai o ka paakai.” Ia wa, holo na luna e kala ma Hawaii a puni, e kalai ka waa, e kalai ka ihe, ka pololu, ka elau, e imi ka niho mano. Eono mahina makaukau na mea a pau loa.","Kihapiilani, after being insulted by his brother, took it into his mind to leave Maui and go to Hawaii to see his brother-in-law, Keawenuiaumi, who was the husband of Piikea, his sister. The cause of the battle that was fought sometime after this was because the salt water from a dish of fish was thrown into the eyes of Kihapiilani by his older brother, the king who was then reigning over Maui. When Kihapiilani arrived on Hawaii, Keawenuiaumi asked him: “What is the cause of this journey?” “I am after some one to be my avenger. My older brother has thrown the salt water from a dish of fish into my eyes.” Shortly after this the officers were sent out to make a circuit of Hawaii with the order to call the people to come together, hew out canoes, make spears, the long and the short ones, and to go in search of shark’s teeth. At the end of about six months everything was in readiness."
"Mahope o laila, holo mai la na waa he nui loa, mai Hawaii a Maui. Ua paa ka moana i na waa, a ua lilo i alanui hele, no na kanaka. A ua kapaia ma ka moolelo o Hawaii nei, oia ka waa nui o ka helu mua ia.",After the preparations were completed they set sail for Maui. The canoes on this expedition were so many that it covered the ocean from Hawaii to Maui and the people used them as a road to cross over on. It is said in Hawaiian history that the number of canoes used in this expedition was the greatest known.
"A hiki lakou i Kauiki ma Maui, i luna o laila ke ’lii kahi i noho ai me kona poe koa, i ke ao kaua maoli, i ka po, he kii ke ku mai i ka ulili, e iho mai ai i lalo o Kapueokahi.","When the army arrived at Kauiki, Maui, it was found that the king had moved and was living or encamped with his warriors on the hill itself. In the daytime regular battles were fought, but at night a large image was stood up at the top end of the ladder used for climbing up and down the hill; it was the only way by which one could get to Kapueokahi."
"O ia ka inoa o ua kii la; he kii nui, i ke ahiahi poeleele, lawe ia mai la a ku i ka puka e pii aku ai, a e iho mai ai mai ka puu o Kauiki mai. Alaila, ku ua kii nei me ka [ ] laau palau. I ka po, pii aku na koa o Keawenuiaumi, o Omaukamau ma. A ike i ke ku a keia mea, kuhi no he kanaka, makau no, hoi i lalo, pela no a hala he mau po ekolu.","Kawalakii was the name given to the image which was in the shape of a very large man. In the evening, just about dusk, the image would be brought up and made [ ] to stand at the top end of the ladder. This ladder was the only means of getting up this hill. The image was then made to stand with a war club in hand. On the first night, some of the warriors of Keawenuiaumi, Omaukamau and others, tried to get up the hill, but when they came in sight of something standing at the top end of the ladder, believing it to be a real person, they became afraid and returned. This attempt to get to the top of the hill was kept up for three nights."
"A kokoke o Piimaiwaa, halalo aku la ia me ka hookaa i kana laau palau, aole o iala hookaa, hoi keia ma ke hema hookaa, aole o iala hookaa.","At last Piimaiwaa decided to make an attempt to see this big man for himself. When he came near the man he took his war club and began twirling it, but the man refused to respond. Piimaiwaa then took the club in his left hand and again twirled it, but the man would not so much as move his club."
"Nolaila, hele keia a kokoke, hoopa keia i ka laau palau koele ana. Maopopo ia ia nei he kii hoopunipuni, nolaila, kulai keia a hina, pii i luna o ka puu o Kauiki, a pau loa iho la na kanaka i ka make. A pakele aku ke ’lii no ka mahuka ana, a holo.","Because of this failure to get his opponent to respond to his challenge, Piimaiwaa climbed the ladder so as to get nearer the man. At last he reached a position where he could touch him with his club, so he tapped the man a light blow and he heard the sound as of wood. At this he was made certain that this was a wooden man put up there to deceive them. He then took the image and threw it down the cliff and he climbed up to the top of the hill, where he met and killed all the people with the exception of the king who managed to escape."
"Nolaila, puni o Maui ia Kihapiilani, a noho alii iho la, a nana i hana kela alanui kaulana maloko o ka nahele o Oopuola, a me ke alanui pupu i Molokai, a hiki i keia la.","This victory gave Maui completely into the hands of Kihapiilani and he became its king. It was by him that the famous roadway, which is seen going through the forest of Oopuola, was built, as well as the shell road which was built around Molokai, traces of which can be seen to this day."
"Imaikalani, he ’lii makapo ia, aohe ona mau maka, aka, he kanaka kona maka, a he manu, aka he ’lii akamai loa ma ke kaua ana, a ma ke kaka laau ana me ka hoapaio.","Imaikalani was a blind chief; he was without sight, but he had other men to serve him and to act as his eyes. He also had some birds who helped see things for him. He was a chief who was very skillful in the use of all weapons of warfare and particularly so in the use of the war club."
"Kena aku la o Umi ia Omaokamau, e hele e kaua me Imaikalani, a lohe o Omaokamau, hele aku la ia a hiki i kahi o Imaikalani. Ia Omaokamau nae e kokoke aku ana e hiki i kahi o Imaikalani, kani e ae la na manu, ma keia kani ana a na manu, olelo aku o Imaikalani i kona mau kanaka: “E! he kanaka.” Hoole aku na kanaka: “Aohe kanaka.” I aku o Imaikalani: “Nana ia aku.” Ia laua e nana ana, hiki mai la o Omaokamau, alaila, olelo aku la laua ia Imaikalani: “Ae, he kanaka, ei ae la, ke hele mai nei me ka laau palau i ka lima.” I aku o Imaikalani: “O Omaokamau na, he koa no Umi, he kanaka akamai i ka pana laau, he ikaika nae ka pana akau, a ma ka hema he nawaliwali, nana ia aku nae ke kaa mai i ka laau palau ana.” A hiki o Omaokamau, ku iho la ia a o kaa ae la i kana laau palau, a ike na kanaka, olelo aku la laua ia Imaikalani: “E! kaa ua kanaka nei i ka laau ana.” Ia lohe ana o Imaikalani i ka olelo a na wahi kanaka [ ] ku ae la ia i luna, a olokaa i kana laau palau. Kaa iho la na laau a laua a elua a hiki i ka hahau ana, hahau iho la o Omaokamau i kana laau palau, ma ka akau ona, e ohiu ae ana o Imaikalani i kana laau, hala ka laau a Omaokamau; aole ia i pa. Olokaa hou laua a hahau hou o Omaokamau ma ka hema, i kana laau palau, aole no i pa o Imaikalani. Alaila, hoi aku la o Omaokamau, a hiki i mua o ke ’lii o Umi, ninau mai la o Umi: “Pehea kau hele ana aku nei i kahi o Imaikalani?” I aku o Omaokamau: “Pehea auanei kau, he makapo na maka o Imaikalani, aka, o ka noonoo he pololei, hana mai nei maua, a no koiala akamai, makau mai nei au a hoi mai la.”","When the capture of the hill was completed, Umi ordered Omaokamau to go and fight Imaikalani. When Omaokamau heard this he proceeded to the home of Imaikalani. When Omaokamau was drawing near the home of Imaikalani the birds sounded a note. At this note of warning from the birds Imaikalani said to his men: “Say, there is a man.” The men said: “There is nobody.” Imaikalani remarked: “Watch out.” While the two men were watching, Omaokamau soon after appeared. The men then said to Imaikalani: “Yes, there is a man, he is coming, and he carries a war club in his hand.” Imaikalani said: “That is Omaokamau, one of the warriors of Umi; he is well versed in the art of throwing the spear; his main strength is in his right arm, his left is weak; watch him and see when he twirls his war club.” When Omaokamau came up to the men he stood and twirled his war club. When the two men saw this, they said to Imaikalani: “Say, the man is twirling his club.” [ ] When Imaikalani heard the report of his two men, he stood up and began twirling his club. The two men kept on twirling their clubs all the time until they struck at each other. Omaokamau struck his club to his right, but somehow Imaikalani warded off the blow by the use of his club and the first blow aimed by Omaokamau missed. They again twirled their clubs and after a time Omaokamau struck to his left, but again his blow was warded off and he again missed Imaikalani. After this second miss Omaokamau turned around and returned to Umi. When he came up to Umi, Umi asked him: “How was your trip to the home of Imaikalani?” Omaokamau replied: “I don’t know what to say. The eyes of Imaikalani are both sightless but his thinking powers are faultless. I fought him for a time, but he warded off my blows so skilfully that I was afraid of him and so I came back.”"
"Ia Omaokamau e olelo ana ia Umi, pane mai la o Koi: “Aole no paha e make o Imaikalani ia oe, no ka mea, aole oe i helu ia mai Hawaii mai nei a kakou i holo mai nei. Owau no ka i helu ia.” Alaila, hele aku la o Koi a kahi a na manu e kau ana, kani ae la na manu, lohe no o Imaikalani, kena aku la i na kanaka e nana aku, a ike laua. Olelo aku la laua ia Imaikalani: “He kanaka nui, ili kou, he piipii ka lauoho o ke poo.” I aku o Imaikalani: “O Koi na, he kanaka akamai no i ka pana laau, he ikaika hema kona, a he nawaliwali ka akau. Ua like no laua me Omaokamau.”","While Omaokamau was reporting to Umi, Koi spoke up: “Of course you could not kill Imaikalani; you were not counted of any consequence while we were in Hawaii any way. I am the one that is of consequence.” Koi then started off and went as far as the place where the birds were stationed. When he heard the birds give the note of warning, which was also heard by Imaikalani, he was puzzled to know what this meant. When Imaikalani heard the notes of the birds he sent his two men to go and see who it was. When the men came out they saw a man, so they reported to Imaikalani: “It is a large man with dark skin and the hair on his head is curly.” Imaikalani replied: “That is Koi; he is also very skillful in the use of the war club, but he is strong in the left arm and weak in the right; he is just like Omaokamau.”"
